Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
2020-01-02,53.666465759277344,53.78113863654851,53.11956978022848,53.1372120201866,18056000
2020-01-03,53.01372146606445,53.542978621239165,52.75791737422256,52.75791737422256,15293900
2020-01-06,52.863765716552734,53.10193092379282,52.334511943739265,52.563854347981525,17755200
2020-01-07,51.98167037963867,52.749089308430015,51.946385899831135,52.73144706852624,21876100
2020-01-08,52.016963958740234,52.32569479877928,51.62002190375162,51.946394986780575,23133500
2020-01-09,52.30805206298828,52.493290565266555,51.89347113382936,52.087529075062605,18813300
2020-01-10,51.99048614501953,52.99607355903001,51.9287399921741,52.54620488554135,15200600
2020-01-13,52.56385040283203,52.731446633164325,52.11398506619631,52.19337009773805,16453300
2020-01-14,52.422725677490234,52.69617539763544,52.21102212561752,52.47565240668686,17051200
2020-01-15,51.99048614501953,52.61677384017211,51.822889925140935,52.308039711032,18498800
2020-01-16,52.62560272216797,52.78437953367111,52.10516836555515,52.272764615513545,21365500
2020-01-17,52.57267761230469,52.92551572980217,52.255127344453356,52.90787348743593,21803400
2020-01-21,53.41066360473633,54.02812860462908,52.74027524465309,52.75791748635443,28358500
2020-01-22,55.333621978759766,55.4394720597931,53.78114178558841,53.84288794660064,29475100
2020-01-23,55.85405349731445,56.198068767029056,55.4041881518984,55.4482920696979,42778700
2020-01-24,60.39683532714844,61.120150438199374,58.6238286692718,58.72085931964194,84711000
2020-01-27,57.944610595703125,59.47062559096662,57.86521883679646,58.853164043141994,30764000
2020-01-28,59.373592376708984,59.61176091324935,58.16513100995341,58.65910022673958,30915400
2020-01-29,58.509151458740234,60.03516652358781,58.368013538615415,59.65586677553541,18055800
2020-01-30,58.63264465332031,58.659106331283986,57.27422243596403,57.90050682380156,18522400
2020-01-31,56.39213180541992,58.200422775925055,56.16278604183462,58.04164597495472,25268400
2020-02-03,56.82435989379883,57.37125930715375,56.718513170446265,56.85964437819211,16646600
2020-02-04,57.741729736328125,58.270983482424306,57.26539934589361,58.01517604701541,20970800
2020-02-05,59.40006637573242,59.6294121581769,58.33273596526417,58.82671201436207,23401400
2020-02-06,59.470970153808594,59.7457698301944,59.187310989418826,59.65712760937908,17408000
2020-02-07,58.52249526977539,59.65713890514116,58.51363578009392,59.26710494414139,18134600
2020-02-10,58.85047149658203,58.85933774810406,58.00836020213481,58.114728168525744,22299300
2020-02-11,59.754642486572266,60.02056917752426,59.010032873375636,59.24050808257562,17975600
2020-02-12,59.79896545410156,60.357417640650596,59.66599871550343,59.923065940001344,15586600
2020-02-13,59.78123092651367,59.967381628007544,59.16072182523249,59.38233076933972,11602700
2020-02-14,59.63053512573242,60.15353578057407,59.23164170864179,59.852144082553586,13405500
2020-02-18,58.62886428833008,59.11640669197762,58.39838908269955,59.08981469959113,12758400
2020-02-19,59.48871612548828,59.56849211339496,58.66433043560519,58.85048117035692,13551200
2020-02-20,58.0172233581543,59.648268829925556,57.228295997031765,59.42665986864464,26452600
2020-02-21,57.03327941894531,57.839939289747676,56.76735272137145,57.77788905068356,20775900
2020-02-24,54.74628448486328,55.64158671580771,54.356253872081346,54.6133211171236,26903100
2020-02-25,52.946807861328125,55.20721838679124,52.7074697988931,54.950154584754294,34495700
2020-02-26,52.87589645385742,53.91302470951246,52.53904990539088,53.28365610745765,26190100
2020-02-27,49.48971176147461,51.8653565668769,49.46311638837468,51.35122556722879,42226900
2020-02-28,49.21492004394531,49.977255435285855,47.512961410478255,48.133467197486915,60721700
2020-03-02,51.57283401489258,51.60829225769276,48.32847919132747,49.454253039102035,43140300
2020-03-03,49.61382293701172,52.31745200267572,49.10855469837715,51.43987889366125,49740300
2020-03-04,52.016048431396484,52.04264042097852,49.78223000643962,50.535699017457944,29223100
2020-03-05,50.49137878417969,51.99832021386045,50.181127628723644,50.58002438679855,29099200
2020-03-06,49.43653869628906,49.649281453719276,48.346222765375,48.9135412938358,36259200
2020-03-09,45.07526397705078,46.724035285308354,44.32179481774299,46.023750115631714,56197000
2020-03-10,47.84980773925781,47.86753686239239,44.70296108478632,46.76835489843984,36569000
2020-03-11,45.79328155517578,47.45978210667636,45.21709682862166,46.44037940015288,38563500
2020-03-12,40.3682861328125,44.40156824553008,40.217590292213835,42.54005446473247,50661700
2020-03-13,48.24870300292969,48.75397116080473,42.318448455431636,42.77939211615481,48805100
2020-03-16,39.54390335083008,46.3162726252334,38.67519663368516,42.11456525711987,53878900
2020-03-17,44.3927116394043,45.76668661257327,40.06690348652823,40.563305427991565,52085200
2020-03-18,42.20321273803711,44.36611506535042,40.066902405017366,41.405419094384705,49309900
2020-03-19,40.72285842895508,43.639232950487155,40.03143960410563,42.40708775995426,44538000
2020-03-20,40.62535858154297,43.80766018979661,40.30624111916494,41.22813187755365,52344000
2020-03-23,43.94948959350586,44.756146054718,40.69626837463899,40.7937768559093,46698500
2020-03-24,46.449249267578125,48.434864078709154,45.518488732032544,47.10521003534129,50019800
2020-03-25,45.43869400024414,47.681378694988496,44.24200711817266,46.52014667216447,41106100
2020-03-26,49.23264694213867,49.59608549815655,45.793274965674875,45.86419145537804,41459800
2020-03-27,46.422645568847656,48.434855399688914,46.156715484123,47.35340255612621,31633500
2020-03-30,49.188323974609375,49.72904697155534,46.83040488451694,46.97223447709828,31628600
2020-03-31,47.973899841308594,49.463112109684815,47.17610972848954,48.80715157568808,48074700
2020-04-01,45.988304138183594,48.479187324220845,45.589407231429426,46.537893553330875,29586600
2020-04-02,48.17778396606445,48.36393805240308,45.40324237042213,45.4652926053736,27810000
2020-04-03,47.98277282714844,48.869208664583,46.74176130214631,47.73456849325739,23906100
2020-04-06,51.79445266723633,52.09584102455432,49.74678441179779,50.19886863851717,32323400
2020-04-07,51.76785659790039,54.506943594598084,51.599431617027555,53.132965279303875,41410000
2020-04-08,52.281986236572266,52.75179615687849,51.33350014379304,52.29085248873904,26719500
2020-04-09,50.65093994140625,52.937945877516626,49.69359105712769,52.618828455595725,40499700
2020-04-13,52.033782958984375,52.095833195446694,50.145673728316574,50.145673728316574,23251900
2020-04-14,53.77119445800781,53.98394053376695,52.75179195503075,53.22160521939928,25674000
2020-04-15,52.18447494506836,53.035455888636754,51.75898616402628,52.9556765308486,22841600
2020-04-16,53.886436462402344,54.037128934710836,52.1312938744533,52.84044188249062,24433500
2020-04-17,53.505271911621094,55.074263873494886,53.03546196277488,54.976755382643496,27385600
2020-04-20,52.45927810668945,53.22161354024317,52.20221087788931,52.547920346248624,26420300
2020-04-21,49.95952224731445,51.9451365464097,49.578354582656274,51.51078489788196,25248000
2020-04-22,53.27479553222656,53.629371240127014,51.2448599180244,51.652619615070726,23350400
2020-04-23,52.335174560546875,53.27479441831296,52.1312947162866,52.89362672380934,35092000
2020-04-24,52.53019332885742,52.65429720329623,49.72905583973602,49.817701464335165,50187000
2020-04-27,52.71633529663086,53.03545270864931,51.75898306057552,52.93794423481211,25902200
2020-04-28,52.07810592651367,53.38116770155847,51.64375087433727,53.17728786285833,28784700
2020-04-29,54.78173065185547,54.985610475939424,52.583370318251404,52.68974166527691,30451500
2020-04-30,53.168426513671875,54.55126777759426,52.96454665617105,54.400571911581224,26279900
2020-05-01,50.94346618652344,52.58337105357879,50.80163659467803,52.14901940795155,21194800
2020-05-04,51.404415130615234,51.475328238451716,49.915202669721594,50.63321352593095,18957200
2020-05-05,52.07810592651367,52.56564496527351,51.72353023569684,52.113564171892236,17252100
