Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-01-02,5.972710132598877,5.972710132598877,5.8932934905146945,5.943831396827032,237536000
2020-01-03,5.877111911773682,5.920928372082976,5.828067391556445,5.852963118433237,205384000
2020-01-06,5.901758670806885,5.906986731004115,5.7576133111709655,5.783753612157114,262636000
2020-01-07,5.973207473754883,6.0190154287799675,5.885076936102935,5.930137957778919,314856000
2020-01-08,5.984411716461182,6.0257385544708075,5.928894566530886,5.96897635709519,277108000
2020-01-09,6.050137042999268,6.122583429791417,5.9963625718214075,6.070800464998948,255112000
2020-01-10,6.082500457763672,6.187809062014118,6.068310145421286,6.157436456326926,316296000
2020-01-13,6.273200035095215,6.298344576398486,6.1429957282763175,6.165651124762266,319840000
2020-01-14,6.156191349029541,6.255773770874894,6.142996316064619,6.23037993278298,359088000
2020-01-15,6.113619804382324,6.191294240174743,6.087728325784851,6.168888134663605,263104000
2020-01-16,6.197269439697266,6.203244433022328,6.143743794176512,6.167145653513636,284192000
2020-01-17,6.205982208251953,6.2239071863079785,6.1584315611473315,6.216438326739693,253792000
2020-01-21,6.172622203826904,6.206231358835837,6.138514934919718,6.169385650604325,217916000
2020-01-22,6.226644992828369,6.313281665690546,6.199010832534772,6.2179315616408735,239240000
2020-01-23,6.295109748840332,6.303574363047856,6.177851622070898,6.266729121556851,244516000
2020-01-24,6.235857963562012,6.460416669726017,6.1815853834385734,6.410625215974029,373512000
2020-01-27,5.979931354522705,6.030967384834202,5.781512932748204,5.931135650144736,470536000
2020-01-28,6.173370838165283,6.205734954768902,5.992628094803605,6.045904928506568,310976000
2020-01-29,6.112873554229736,6.195029118957247,6.0730401070818205,6.158930339419549,258848000
2020-01-30,6.119595050811768,6.133038904613509,5.960014340885103,6.01503337904724,290504000
2020-01-31,5.886073589324951,6.085736549108136,5.844249114148539,6.073786563387318,370420000
2020-02-03,5.9831671714782715,6.002585543127391,5.861676276932812,5.867900089648736,255564000
2020-02-04,6.152457237243652,6.171627264734755,6.075032093142522,6.125072365542695,271544000
2020-02-05,6.242828845977783,6.283657573028994,6.159428230355004,6.273450272554565,208220000
2020-02-06,6.329714298248291,6.329714298248291,6.196025064805359,6.277184878977309,218284000
2020-02-07,6.263493061065674,6.311790654923093,6.23809921644255,6.289633364489566,189752000
2020-02-10,6.546805381774902,6.547551840560387,6.281168620998423,6.286147861980988,529608000
